ID,radiant_win
a400b8f29dece5f4d266f49f1ae2e98a,0.35114052299629206
34c81a8faede0d8f1f87dcc6ee824658,0.4713469169911656
5feece770ca79e5e8cd8052198b3f533,0.602882604563548
8f56cc2468ba5c37edb79f3a7b4af6e6,0.0654763607949927
44cdded6d3311134563f743eb77685b2,0.36712130994155573
b6f39b49177535c9417eecd8c696674d,0.4346375016194654
4b6e4e511d399180776d0f23984466b2,0.41514980966518467
06b147af8683a7973e6f431c412448b7,0.3569624155523091
bf366db368cc34b63235973dd3f50b0b,0.20906732282044665
a26ea6c7d63eb1df557dbcae742b4705,0.10217598153538988
88f9976aa7627b1f0d3e60d4b0483956,0.5735690026409256
466e3043a03c98361c311c58d0ecbbf1,0.11500179755493836
ba1e963ea091e6af635dedd4ad2e9bbd,0.522588826482724
28497cb3f04d45a272e8b7ed9c7199bd,0.9478090233819431
9360b6c02ab8b2c1ffc719423c1ebdb0,0.6394855440037991
9a4de866c4e057ba4cbf1c2d79210e41,0.5315426849982019
981a0ab91d4648f75ed78f4173e8d201,0.22451462451195858
378200e56bbb733394b45a902c0bd01a,0.9139476297218806
175ef2d5732f4526a08fd7352dabc27f,0.1995734217487024
99386fd5fa5cfe926fc4344da562b1d4,0.8619737396530855
0c189819d5bf45f817f77693f941371c,0.44780786851825843
2392185f7a1b6fc35f761d2dc34423c8,0.8974226783007796
db13e824e8c7f64cd6cdd783437d1b5c,0.2099057771586903
66a8e40f604d9735d4127d66a46e1b2a,0.7400309053581179
83097723ca023da3b686e71bca02af03,0.49346062256711926
cd4a07c41ec7a3f1938505328c734764,0.7700872750325801
0d3c92c117eaeeadafe8e16453a66ad6,0.49472898713372315
7b10e0ca4a9d71ca1c5085144269d1c0,0.4331267831392244
8a03e2a2f073bc64a78abc17e1791d7b,0.5844330553549869
3370cd0dd51e0d559e01d0c7eb83899c,0.4437869209338073
c413766ca083aa9eaacb7f034b9091ca,0.011017169012861346
f9d0300634ffcf8524f167fdfd737f9b,0.5063961107472725
0c9e71953f91ea8de1f48121ab50afc3,0.5071000767210863
426bfc428690bd0b654ed9c356751569,0.6568495936067481
f6ea95c12693e23be626c7571e922e82,0.8246234842164362
f90b9aa9cf5121e82b135e17c6ec32d9,0.8140769247393136
26711191d93e8c6e931d05205d0f7fae,0.8757504348376906
1c25f2b89164efac5a21210ef7b1401a,0.6978490714015184
dd76829c265a4ba157999150bd1bfa59,0.9003571578547737
821996195bc1fb30e8db37338651d8b9,0.9809165743084199
6c3538012f41562fe32a1b397252ab8a,0.9405158894894212
5174a13f46a5da74e352757ba4f153db,0.8353499572424498
bdf63399b9f40c2c7468c6b6dd7f6dba,0.11077724399485266
fa299fc1a4cf09fcd059a14efc5be57b,0.6228258102204609
45981b3c411cc54e2fb223b14d80c50e,0.866398645182799
aef47b238d7a0eab38d7607bb47f1f9f,0.622471569992589
e38161118300164767f121062bfce7d2,0.5255098378568569
e5b286fa3c2280ae59c0ff037d224dc3,0.4694889482246342
d9b103a0e0b8737dff4b447a3695797f,0.3960595754193685
b937cb93a26c4555d6ebea1c7485954d,0.4811321058480013
76402e0c2ed9087128c1909e45c8ab63,0.16329729488556016
b45303a7c32482ed144c19caede15e5a,0.48097218284243937
db26256c3b6110de1eb5c4767ce4ab7f,0.7151840678755323
a71642198d0c13d728a69ec4c78822eb,0.4339470586040286
6915da2e9f80b2e2dd52d70b0da83d69,0.7156209194386856
176a66aeaf8d469a1cd611495e45b552,0.6812450752779767
